610,1,alumni,2008-08-22 00:00:00
611,1,alumni,2008-08-22 00:00:00
612,1,current,2008-08-22 00:00:00
612,5,current,2008-08-22 00:00:00
614,1,alumni,2008-08-22 00:00:00
615,1,alumni,2008-08-22 00:00:00
616,1,current,2008-08-22 00:00:00
617,1,alumni,2008-08-22 00:00:00
618,1,alumni,2008-08-22 00:00:00
619,1,alumni,2008-08-22 00:00:00
620,1,alumni,2008-08-22 00:00:00
621,1,alumni,2008-08-22 00:00:00
622,1,current,2008-08-22 00:00:00
623,1,current,2008-08-22 00:00:00
624,1,alumni,2008-08-22 00:00:00
625,1,current,2008-08-22 00:00:00
626,1,alumni,2008-08-22 00:00:00
627,1,current,2008-08-22 00:00:00
628,1,alumni,2008-08-22 00:00:00
629,1,current,2008-08-22 00:00:00
630,1,alumni,2008-08-22 00:00:00
631,1,current,2008-08-22 00:00:00
631,5,current,2008-08-22 00:00:00
632,1,current,2008-08-22 00:00:00
633,1,current,2008-08-22 00:00:00
634,1,current,2008-08-22 00:00:00
635,1,current,2008-08-22 00:00:00
636,1,current,2008-08-22 00:00:00
637,1,current,2008-08-22 00:00:00
638,1,current,2008-08-22 00:00:00
